STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,May-13-2023,19,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,May-20-2023,20,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,May-27-2023,21,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Jun-03-2023,22,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Jun-10-2023,23,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Jun-17-2023,24,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-24-2023,25,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-01-2023,26,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-08-2023,27,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-15-2023,28,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-22-2023,29,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-29-2023,30,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Aug-05-2023,31,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Aug-12-2023,32,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Aug-19-2023,33,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Aug-26-2023,34,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Sep-02-2023,35,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Sep-09-2023,36,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Sep-16-2023,37,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Sep-23-2023,38,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Sep-30-2023,39,2022-23
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Oct-07-2023,40,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Oct-14-2023,41,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Oct-21-2023,42,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Oct-28-2023,43,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Nov-04-2023,44,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Nov-11-2023,45,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Nov-18-2023,46,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Nov-25-2023,47,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Dec-02-2023,48,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Dec-09-2023,49,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 7,Moderate,Dec-16-2023,50,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 8,High,Dec-23-2023,51,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 10,High,Dec-30-2023,52,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 8,High,Jan-06-2024,1,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Jan-13-2024,2,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Jan-20-2024,3,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Jan-27-2024,4,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Feb-03-2024,5,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Feb-10-2024,6,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Feb-17-2024,7,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 5,Low,Feb-24-2024,8,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Mar-02-2024,9,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 4,Low,Mar-09-2024,10,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Mar-16-2024,11,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Mar-23-2024,12,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Mar-30-2024,13,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 3,Minimal,Apr-06-2024,14,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Apr-13-2024,15,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 2,Minimal,Apr-20-2024,16,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Apr-27-2024,17,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,May-04-2024,18,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,May-11-2024,19,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,May-18-2024,20,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,May-25-2024,21,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-01-2024,22,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-08-2024,23,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-15-2024,24,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-22-2024,25,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jun-29-2024,26,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-06-2024,27,2023-24
New York,http://www.health.ny.gov/diseases/communicable/influenza/surveillance/,"Influenza Activity, Surveillance and Reports",Level 1,Minimal,Jul-13-2024,28,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-13-2024,28,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-06-2024,27,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-29-2024,26,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-22-2024,25,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-15-2024,24,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-08-2024,23,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-01-2024,22,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-25-2024,21,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-18-2024,20,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-11-2024,19,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,May-04-2024,18,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Apr-27-2024,17,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Apr-20-2024,16,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Apr-13-2024,15,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Apr-06-2024,14,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-30-2024,13,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-23-2024,12,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-16-2024,11,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Mar-09-2024,10,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 7,Moderate,Mar-02-2024,9,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 7,Moderate,Feb-24-2024,8,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 7,Moderate,Feb-17-2024,7,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 8,High,Feb-10-2024,6,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 8,High,Feb-03-2024,5,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 9,High,Jan-27-2024,4,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 9,High,Jan-20-2024,3,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Jan-13-2024,2,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Jan-06-2024,1,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 13,Very High,Dec-30-2023,52,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 12,Very High,Dec-23-2023,51,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Dec-16-2023,50,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Dec-09-2023,49,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 9,High,Dec-02-2023,48,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 7,Moderate,Nov-25-2023,47,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 6,Moderate,Nov-18-2023,46,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 6,Moderate,Nov-11-2023,45,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Nov-04-2023,44,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Oct-28-2023,43,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Oct-21-2023,42,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Oct-14-2023,41,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Oct-07-2023,40,2023-24
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Sep-30-2023,39,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Sep-23-2023,38,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Sep-16-2023,37,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Sep-09-2023,36,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Sep-02-2023,35,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Aug-26-2023,34,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-19-2023,33,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-12-2023,32,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-05-2023,31,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-29-2023,30,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-22-2023,29,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-15-2023,28,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-08-2023,27,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-01-2023,26,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-24-2023,25,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-17-2023,24,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Jun-10-2023,23,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Jun-03-2023,22,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,May-27-2023,21,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,May-20-2023,20,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,May-13-2023,19,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,May-06-2023,18,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Apr-29-2023,17,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Apr-22-2023,16,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Apr-15-2023,15,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Apr-08-2023,14,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Apr-01-2023,13,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-25-2023,12,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-18-2023,11,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Mar-11-2023,10,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Mar-04-2023,9,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Feb-25-2023,8,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Feb-18-2023,7,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Feb-11-2023,6,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Feb-04-2023,5,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Jan-28-2023,4,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Jan-21-2023,3,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Jan-14-2023,2,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 8,High,Jan-07-2023,1,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Dec-31-2022,52,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Dec-24-2022,51,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Dec-17-2022,50,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Dec-10-2022,49,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Dec-03-2022,48,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Nov-26-2022,47,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Nov-19-2022,46,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 12,Very High,Nov-12-2022,45,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 13,Very High,Nov-05-2022,44,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 11,Very High,Oct-29-2022,43,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 8,High,Oct-22-2022,42,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 6,Moderate,Oct-15-2022,41,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Oct-08-2022,40,2022-23
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Oct-02-2010,39,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Sep-25-2010,38,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Sep-18-2010,37,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Sep-11-2010,36,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Sep-04-2010,35,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-28-2010,34,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-21-2010,33,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-07-2010,31,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Aug-14-2010,32,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-29-2010,21,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-05-2010,22,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-22-2010,20,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-15-2010,19,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-08-2010,18,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-01-2010,17,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Apr-24-2010,16,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Apr-17-2010,15,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-24-2010,29,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-31-2010,30,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-17-2010,28,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-10-2010,27,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jul-03-2010,26,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-26-2010,25,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-19-2010,24,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-12-2010,23,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Apr-10-2010,14,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Apr-03-2010,13,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Mar-27-2010,12,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Mar-20-2010,11,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Mar-13-2010,10,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Mar-06-2010,9,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Feb-27-2010,8,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Feb-20-2010,7,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Feb-13-2010,6,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Feb-06-2010,5,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jan-30-2010,4,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jan-23-2010,3,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jan-16-2010,2,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jan-09-2010,1,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jan-02-2010,52,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-26-2009,51,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-19-2009,50,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-12-2009,49,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Dec-05-2009,48,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Nov-28-2009,47,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 3,Minimal,Nov-21-2009,46,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 4,Low,Nov-14-2009,45,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 5,Low,Nov-07-2009,44,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Oct-31-2009,43,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Oct-24-2009,42,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Oct-17-2009,41,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Oct-10-2009,40,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Oct-03-2009,39,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Sep-05-2009,35,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Sep-12-2009,36,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Sep-19-2009,37,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 10,High,Sep-26-2009,38,2009-10
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-16-2009,19,2008-09
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-23-2009,20,2008-09
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,May-30-2009,21,2008-09
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 1,Minimal,Jun-06-2009,22,2008-09
